CASEID;AGE1979;SAMPLE_SEX;SAMPLE_RACE;AFQT;ASVAB;HIGHESTGRADE;HEALTHLIMIT;INCOME;INDUSTRY;NUMJOBS;URBAN_RURAL;REGION;MARSTAT_COL;YR_ENT_LF;YR_EMP;YR_UNEMP;YR_OUT;AGE_ENT;UNEMP
3624.0;16.0;Female;Non-Black, Non-Hispanic;93901.0;57.0;College;No;14400.0;Personal Services;2.0;Urban;North central;Married, together;1979.0;17.0;1.0;1.0;16.0;1.0
3625.0;14.0;Female;Non-Black, Non-Hispanic;92207.0;63.0;College;No;17200.0;Personal Services;2.0;Urban;North central;Never married;1986.0;11.0;1.0;0.0;21.0;1.0
3626.0;20.0;Female;Non-Black, Non-Hispanic;47680.0;49.0;College;No;21000.0;Wholesale and Retail Trade;2.0;Rural;North central;Married, together;1980.0;18.0;0.0;0.0;21.0;0.0
3628.0;21.0;Male;Non-Black, Non-Hispanic;50492.0;54.0;College;No;57124.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
3629.0;16.0;Female;Non-Black, Non-Hispanic;79523.0;73.0;College;No;0.0;Entertainment and Recreation Services;0.0;Rural;North central;Married, together;1979.0;5.0;2.0;12.0;16.0;1.0
3637.0;21.0;Female;Non-Black, Non-Hispanic;12785.0;59.0;High school;No;10800.0;Professional and Related Services;3.0;Rural;North central;Married, together;1979.0;17.0;2.0;0.0;21.0;1.0
3643.0;14.0;Female;Non-Black, Non-Hispanic;33724.0;40.0;College;No;29000.0;Wholesale and Retail Trade;2.0;Urban;West;Never married;1981.0;13.0;0.0;4.0;16.0;0.0
3645.0;20.0;Male;Non-Black, Non-Hispanic;20119.0;38.0;High school;No;44000.0;Manufacturing;3.0;Urban;North central;Married, together;1981.0;15.0;0.0;0.0;22.0;0.0
3648.0;18.0;Female;Non-Black, Non-Hispanic;39675.0;60.0;High school;No;0.0;Finance, Insurance, and Real Estate;0.0;Rural;North central;Never married;1996.0;2.0;0.0;1.0;35.0;0.0
3649.0;15.0;Female;Non-Black, Non-Hispanic;12016.0;46.0;High school;No;11207.0;Wholesale and Retail Trade;3.0;Rural;North central;Other;1986.0;8.0;2.0;2.0;22.0;1.0
3650.0;17.0;Female;Non-Black, Non-Hispanic;33934.0;73.0;High school;No;8000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;17.0;0.0;2.0;17.0;0.0
3651.0;19.0;Female;Non-Black, Non-Hispanic;50502.0;56.0;College;No;23000.0;Wholesale and Retail Trade;2.0;Rural;North central;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
3652.0;16.0;Female;Non-Black, Non-Hispanic;9648.0;49.0;Less than high school;No;39000.0;Wholesale and Retail Trade;3.0;Urban;North central;Other;1986.0;12.0;0.0;0.0;23.0;0.0
3653.0;19.0;Male;Non-Black, Non-Hispanic;63556.0;61.0;High school;No;28000.0;Business and Repair Services;2.0;Urban;North central;Married, together;1979.0;18.0;0.0;1.0;19.0;0.0
3654.0;14.0;Female;Non-Black, Non-Hispanic;10147.0;49.0;High school;No;10000.0;Professional and Related Services;2.0;Urban;North central;Married, together;1981.0;14.0;0.0;3.0;16.0;0.0
3655.0;17.0;Female;Non-Black, Non-Hispanic;22394.0;52.0;High school;No;18000.0;Finance, Insurance, and Real Estate;2.0;Urban;North central;Married, together;1979.0;13.0;3.0;3.0;17.0;1.0
3656.0;16.0;Male;Non-Black, Non-Hispanic;53812.0;33.0;College;No;29900.0;Manufacturing;2.0;Urban;North central;Married, together;1987.0;9.0;0.0;0.0;24.0;0.0
3657.0;18.0;Male;Non-Black, Non-Hispanic;8601.0;5.0;Less than high school;No;8500.0;Personal Services;2.0;Urban;North central;Married, together;1983.0;13.0;2.0;0.0;22.0;1.0
3659.0;17.0;Female;Non-Black, Non-Hispanic;25028.0;33.0;High school;No;21000.0;Professional and Related Services;2.0;Urban;North central;Married, together;1985.0;11.0;0.0;2.0;23.0;0.0
3662.0;21.0;Female;Non-Black, Non-Hispanic;17578.0;50.0;High school;No;5000.0;Wholesale and Retail Trade;2.0;Urban;South;Never married;1979.0;17.0;1.0;0.0;21.0;1.0
3663.0;17.0;Female;Non-Black, Non-Hispanic;69892.0;74.0;College;No;32000.0;Personal Services;3.0;Urban;North central;Married, together;1983.0;13.0;1.0;1.0;21.0;1.0
3666.0;17.0;Male;Hispanic;89195.0;64.0;High school;No;44000.0;Professional and Related Services;2.0;Urban;North central;Married, together;1979.0;18.0;0.0;1.0;17.0;0.0
3667.0;17.0;Female;Non-Black, Non-Hispanic;76656.0;47.0;College;No;11000.0;Personal Services;3.0;Urban;North central;Never married;1981.0;13.0;1.0;3.0;19.0;1.0
3668.0;18.0;Male;Non-Black, Non-Hispanic;99384.0;65.0;College;No;48000.0;Wholesale and Retail Trade;3.0;Urban;North central;Married, together;1985.0;13.0;0.0;0.0;24.0;0.0
3669.0;16.0;Female;Non-Black, Non-Hispanic;93677.0;60.0;College;No;12249.0;Professional and Related Services;2.0;Urban;North central;Married, together;1985.0;11.0;0.0;2.0;22.0;0.0
3675.0;14.0;Male;Non-Black, Non-Hispanic;78493.0;27.0;College;No;34000.0;Finance, Insurance, and Real Estate;2.0;Urban;North central;Never married;1989.0;9.0;0.0;0.0;24.0;0.0
3676.0;18.0;Male;Non-Black, Non-Hispanic;90283.0;53.0;College;No;32000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1979.0;18.0;1.0;0.0;18.0;1.0
3677.0;15.0;Female;Non-Black, Non-Hispanic;90778.0;62.0;College;No;22000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1983.0;15.0;0.0;0.0;19.0;0.0
3678.0;19.0;Female;Non-Black, Non-Hispanic;80034.0;58.0;High school;No;20000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;14.0;0.0;2.0;19.0;0.0
3679.0;16.0;Female;Non-Black, Non-Hispanic;67885.0;70.0;College;No;18000.0;Professional and Related Services;2.0;Urban;North central;Married, together;1979.0;18.0;0.0;1.0;16.0;0.0
3680.0;16.0;Male;Non-Black, Non-Hispanic;87409.0;52.0;College;No;40000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1983.0;15.0;0.0;0.0;20.0;0.0
3685.0;20.0;Male;Non-Black, Non-Hispanic;74984.0;53.0;College;No;62836.0;Entertainment and Recreation Services;2.0;Urban;North central;Married, together;1980.0;18.0;0.0;0.0;21.0;0.0
3686.0;19.0;Male;Non-Black, Non-Hispanic;76418.0;45.0;College;No;43000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1981.0;17.0;0.0;0.0;21.0;0.0
3689.0;20.0;Male;Non-Black, Non-Hispanic;95345.0;70.0;College;No;62836.0;Public Administration;2.0;Urban;North central;Never married;1986.0;12.0;0.0;0.0;27.0;0.0
3690.0;17.0;Male;Non-Black, Non-Hispanic;97840.0;43.0;College;No;40000.0;Entertainment and Recreation Services;2.0;Urban;South;Never married;1988.0;10.0;0.0;0.0;26.0;0.0
3692.0;18.0;Female;Black;9938.0;55.0;High school;No;0.0;Entertainment and Recreation Services;4.0;Urban;North central;Never married;1980.0;4.0;3.0;10.0;19.0;1.0
3694.0;20.0;Male;Non-Black, Non-Hispanic;40937.0;48.0;Less than high school;No;18000.0;Manufacturing;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
3697.0;15.0;Female;Hispanic;23181.0;22.0;Less than high school;No;0.0;Professional and Related Services;0.0;Urban;North central;Never married;1996.0;3.0;0.0;0.0;32.0;0.0
3699.0;16.0;Female;Black;11840.0;32.0;High school;No;21450.0;Business and Repair Services;2.0;Urban;South;Married, together;1984.0;10.0;1.0;3.0;21.0;1.0
3700.0;21.0;Male;Hispanic;48520.0;46.0;High school;No;9500.0;Manufacturing;2.0;Urban;North central;Other;1979.0;15.0;3.0;1.0;21.0;1.0
3703.0;20.0;Female;Black;226.0;33.0;Less than high school;No;1000.0;Personal Services;1.0;Urban;North central;Other;1996.0;2.0;0.0;1.0;37.0;0.0
3705.0;19.0;Female;Non-Black, Non-Hispanic;71213.0;59.0;Less than high school;No;0.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1979.0;14.0;0.0;5.0;19.0;0.0
3706.0;21.0;Male;Non-Black, Non-Hispanic;37080.0;30.0;High school;No;20000.0;Construction;2.0;Urban;West;Married, together;1979.0;18.0;1.0;0.0;21.0;1.0
3707.0;20.0;Male;Non-Black, Non-Hispanic;86836.0;61.0;College;No;62836.0;Business and Repair Services;2.0;Urban;South;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
3709.0;18.0;Female;Non-Black, Non-Hispanic;57749.0;47.0;College;No;19000.0;Public Administration;2.0;Urban;North central;Other;1979.0;19.0;0.0;0.0;18.0;0.0
3711.0;18.0;Female;Non-Black, Non-Hispanic;85588.0;64.0;College;No;47000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1981.0;16.0;0.0;0.0;20.0;0.0
3712.0;17.0;Male;Non-Black, Non-Hispanic;76789.0;40.0;College;No;35500.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;North central;Married, together;1979.0;16.0;0.0;3.0;17.0;0.0
3715.0;20.0;Female;Non-Black, Non-Hispanic;79829.0;64.0;High school;Yes;0.0;Wholesale and Retail Trade;3.0;Urban;North central;Married, together;1979.0;16.0;0.0;2.0;20.0;0.0
3716.0;20.0;Male;Non-Black, Non-Hispanic;66546.0;40.0;High school;No;25000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;North central;Married, together;1979.0;18.0;1.0;0.0;20.0;1.0
3717.0;16.0;Female;Non-Black, Non-Hispanic;89157.0;45.0;College;No;24500.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1980.0;16.0;1.0;0.0;17.0;1.0
3718.0;15.0;Female;Non-Black, Non-Hispanic;47308.0;54.0;College;No;14000.0;Personal Services;2.0;Urban;North central;Married, together;1983.0;15.0;0.0;0.0;19.0;0.0
3720.0;21.0;Female;Non-Black, Non-Hispanic;56677.0;71.0;High school;No;11000.0;Wholesale and Retail Trade;3.0;Urban;South;Married, together;1979.0;15.0;0.0;4.0;21.0;0.0
3725.0;21.0;Female;Non-Black, Non-Hispanic;40026.0;72.0;High school;No;34000.0;Business and Repair Services;2.0;Urban;North central;Married, together;1979.0;18.0;1.0;0.0;21.0;1.0
3726.0;18.0;Female;Non-Black, Non-Hispanic;74917.0;52.0;Less than high school;No;19000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1982.0;16.0;0.0;0.0;21.0;0.0
3727.0;16.0;Female;Non-Black, Non-Hispanic;68751.0;43.0;Less than high school;No;0.0;Transportation, Communication, Public Utilities;0.0;Urban;North central;Married, together;1986.0;8.0;0.0;3.0;23.0;0.0
3730.0;21.0;Female;Non-Black, Non-Hispanic;87574.0;71.0;College;No;5000.0;Professional and Related Services;3.0;Rural;North central;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
3732.0;15.0;Male;Non-Black, Non-Hispanic;99473.0;53.0;High school;No;11000.0;Personal Services;4.0;Urban;North central;Never married;1980.0;18.0;0.0;0.0;16.0;0.0
3734.0;16.0;Female;Non-Black, Non-Hispanic;83973.0;65.0;College;No;35000.0;Entertainment and Recreation Services;2.0;Urban;North central;Married, together;1979.0;17.0;0.0;2.0;16.0;0.0
3735.0;14.0;Female;Non-Black, Non-Hispanic;59053.0;41.0;High school;No;36000.0;Personal Services;2.0;Urban;North central;Married, together;1981.0;17.0;0.0;0.0;16.0;0.0
3737.0;17.0;Female;Non-Black, Non-Hispanic;44255.0;55.0;High school;No;28000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1979.0;19.0;0.0;0.0;17.0;0.0
3738.0;17.0;Female;Non-Black, Non-Hispanic;34888.0;53.0;High school;No;12000.0;Personal Services;2.0;Urban;North central;Never married;1980.0;11.0;5.0;2.0;18.0;1.0
3739.0;18.0;Female;Non-Black, Non-Hispanic;68557.0;56.0;High school;No;20000.0;Manufacturing;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;18.0;0.0
3740.0;17.0;Female;Non-Black, Non-Hispanic;16420.0;44.0;Less than high school;Yes;3600.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1979.0;17.0;1.0;1.0;17.0;1.0
3741.0;16.0;Female;Non-Black, Non-Hispanic;31360.0;43.0;High school;No;6880.0;Wholesale and Retail Trade;2.0;Rural;North central;Never married;1981.0;16.0;1.0;0.0;18.0;1.0
3742.0;14.0;Male;Non-Black, Non-Hispanic;38276.0;26.0;Less than high school;No;23000.0;Manufacturing;3.0;Rural;North central;Married, together;1989.0;9.0;0.0;0.0;24.0;0.0
3744.0;18.0;Female;Non-Black, Non-Hispanic;79579.0;65.0;High school;No;25000.0;Transportation, Communication, Public Utilities;3.0;Urban;North central;Other;1979.0;19.0;0.0;0.0;18.0;0.0
3745.0;18.0;Male;Non-Black, Non-Hispanic;95983.0;46.0;College;No;16500.0;Wholesale and Retail Trade;3.0;Urban;North central;Never married;1984.0;14.0;0.0;0.0;23.0;0.0
3746.0;18.0;Female;Non-Black, Non-Hispanic;28755.0;57.0;High school;No;50.0;Manufacturing;0.0;Urban;North central;Married, together;1979.0;9.0;1.0;9.0;18.0;1.0
3748.0;20.0;Male;Non-Black, Non-Hispanic;86927.0;53.0;High school;No;17000.0;Manufacturing;2.0;Urban;North central;Never married;1979.0;12.0;3.0;0.0;20.0;1.0
3750.0;16.0;Male;Non-Black, Non-Hispanic;79149.0;49.0;High school;No;21000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1979.0;17.0;0.0;0.0;16.0;0.0
3751.0;15.0;Male;Non-Black, Non-Hispanic;60681.0;38.0;Less than high school;No;21000.0;Personal Services;2.0;Urban;North central;Married, together;1981.0;15.0;2.0;0.0;17.0;1.0
3754.0;17.0;Female;Non-Black, Non-Hispanic;81924.0;63.0;High school;No;12000.0;Business and Repair Services;3.0;Urban;North central;Other;1981.0;17.0;0.0;0.0;19.0;0.0
3755.0;17.0;Female;Non-Black, Non-Hispanic;76508.0;64.0;High school;No;21000.0;Wholesale and Retail Trade;2.0;Urban;North central;Other;1979.0;19.0;0.0;0.0;17.0;0.0
3756.0;15.0;Female;Non-Black, Non-Hispanic;60929.0;39.0;High school;No;30000.0;Manufacturing;2.0;Urban;North central;Other;1986.0;11.0;0.0;1.0;22.0;0.0
3757.0;16.0;Male;Non-Black, Non-Hispanic;97506.0;70.0;College;No;48000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Rural;North central;Never married;1985.0;13.0;0.0;0.0;22.0;0.0
3758.0;18.0;Female;Non-Black, Non-Hispanic;86305.0;62.0;High school;No;8500.0;Transportation, Communication, Public Utilities;2.0;Rural;North central;Never married;1981.0;17.0;0.0;0.0;20.0;0.0
3759.0;17.0;Female;Non-Black, Non-Hispanic;32902.0;54.0;College;No;8000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;14.0;0.0;4.0;17.0;0.0
3760.0;15.0;Male;Non-Black, Non-Hispanic;54302.0;38.0;High school;No;32000.0;Manufacturing;3.0;Rural;North central;Never married;1981.0;15.0;1.0;1.0;17.0;1.0
3764.0;21.0;Female;Non-Black, Non-Hispanic;86213.0;59.0;High school;No;24000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
3767.0;17.0;Female;Non-Black, Non-Hispanic;70472.0;47.0;Less than high school;No;13000.0;Construction;2.0;Urban;North central;Never married;1980.0;16.0;2.0;0.0;18.0;1.0
3768.0;20.0;Female;Non-Black, Non-Hispanic;12310.0;51.0;Less than high school;No;5000.0;Wholesale and Retail Trade;2.0;Rural;North central;Married, together;1983.0;7.0;1.0;7.0;24.0;1.0
3769.0;20.0;Female;Non-Black, Non-Hispanic;27625.0;40.0;College;No;16000.0;Manufacturing;2.0;Rural;North central;Married, together;1980.0;14.0;0.0;2.0;21.0;0.0
3770.0;17.0;Female;Non-Black, Non-Hispanic;54943.0;62.0;High school;No;24000.0;Wholesale and Retail Trade;2.0;Rural;North central;Married, together;1979.0;19.0;0.0;0.0;17.0;0.0
3771.0;14.0;Female;Non-Black, Non-Hispanic;87764.0;66.0;College;No;18646.0;Wholesale and Retail Trade;2.0;Rural;North central;Other;1979.0;19.0;0.0;0.0;14.0;0.0
3772.0;17.0;Female;Non-Black, Non-Hispanic;63580.0;58.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;North central;Married, together;1979.0;12.0;0.0;6.0;17.0;0.0
3777.0;19.0;Male;Non-Black, Non-Hispanic;56903.0;48.0;High school;No;35000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
3779.0;21.0;Female;Non-Black, Non-Hispanic;85924.0;76.0;College;No;24641.0;Professional and Related Services;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
3786.0;20.0;Female;Non-Black, Non-Hispanic;21851.0;31.0;College;No;14000.0;Professional and Related Services;4.0;Urban;North central;Married, together;1979.0;13.0;2.0;4.0;20.0;1.0
3787.0;21.0;Female;Non-Black, Non-Hispanic;50928.0;47.0;College;No;0.0;Business and Repair Services;0.0;Urban;Northeast;Married, together;1979.0;8.0;1.0;10.0;21.0;1.0
3789.0;21.0;Male;Non-Black, Non-Hispanic;59009.0;60.0;High school;No;57124.0;Transportation, Communication, Public Utilities;2.0;Urban;North central;Married, together;1983.0;9.0;1.0;0.0;25.0;1.0
3790.0;19.0;Female;Non-Black, Non-Hispanic;39133.0;35.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;North central;Married, together;1979.0;17.0;0.0;2.0;19.0;0.0
3791.0;21.0;Female;Non-Black, Non-Hispanic;73529.0;59.0;College;No;22000.0;Wholesale and Retail Trade;2.0;Urban;North central;Other;1979.0;16.0;2.0;1.0;21.0;1.0
3793.0;20.0;Female;Non-Black, Non-Hispanic;49422.0;54.0;College;No;25000.0;Finance, Insurance, and Real Estate;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
3794.0;15.0;Female;Non-Black, Non-Hispanic;66337.0;51.0;College;No;60000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1985.0;11.0;0.0;2.0;21.0;0.0
3797.0;15.0;Female;Non-Black, Non-Hispanic;89759.0;63.0;College;No;24000.0;Wholesale and Retail Trade;2.0;Urban;West;Other;1979.0;15.0;4.0;0.0;15.0;1.0
3798.0;17.0;Female;Non-Black, Non-Hispanic;52811.0;77.0;College;No;0.0;Wholesale and Retail Trade;0.0;Urban;West;Married, together;1979.0;10.0;0.0;8.0;17.0;0.0
3801.0;20.0;Male;Non-Black, Non-Hispanic;25147.0;24.0;High school;Yes;3000.0;Wholesale and Retail Trade;2.0;Urban;North central;Other;1979.0;14.0;0.0;1.0;20.0;0.0
3802.0;19.0;Female;Non-Black, Non-Hispanic;74172.0;45.0;High school;No;12000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
3804.0;18.0;Female;Non-Black, Non-Hispanic;80927.0;50.0;College;No;3400.0;Professional and Related Services;2.0;Rural;North central;Married, together;1984.0;11.0;0.0;3.0;23.0;0.0
3806.0;20.0;Female;Non-Black, Non-Hispanic;61494.0;59.0;College;No;15000.0;Finance, Insurance, and Real Estate;2.0;Urban;South;Married, together;1979.0;12.0;0.0;7.0;20.0;0.0
3808.0;19.0;Male;Non-Black, Non-Hispanic;99528.0;84.0;College;No;0.0;Business and Repair Services;0.0;Urban;Northeast;Never married;1990.0;6.0;1.0;0.0;30.0;1.0
3810.0;16.0;Male;Non-Black, Non-Hispanic;23492.0;35.0;High school;No;33000.0;Entertainment and Recreation Services;3.0;Rural;North central;Married, together;1979.0;16.0;0.0;1.0;16.0;0.0
3811.0;17.0;Male;Non-Black, Non-Hispanic;100000.0;53.0;College;No;25000.0;Manufacturing;2.0;Urban;North central;Married, together;1979.0;18.0;0.0;1.0;17.0;0.0
3813.0;16.0;Female;Non-Black, Non-Hispanic;88799.0;46.0;High school;No;16000.0;Finance, Insurance, and Real Estate;2.0;Urban;North central;Other;1979.0;16.0;1.0;2.0;16.0;1.0
3814.0;19.0;Female;Non-Black, Non-Hispanic;62096.0;66.0;High school;No;12000.0;Wholesale and Retail Trade;3.0;Urban;North central;Never married;1980.0;14.0;3.0;1.0;20.0;1.0
3815.0;14.0;Male;Non-Black, Non-Hispanic;90913.0;37.0;College;No;50000.0;Professional and Related Services;2.0;Urban;Northeast;Never married;1982.0;13.0;0.0;3.0;17.0;0.0
3816.0;14.0;Male;Non-Black, Non-Hispanic;89253.0;39.0;College;No;40000.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1980.0;13.0;2.0;3.0;15.0;1.0
3821.0;20.0;Female;Black;2531.0;17.0;Less than high school;No;0.0;Public Administration;0.0;Urban;North central;Never married;1998.0;2.0;0.0;0.0;39.0;0.0
3822.0;19.0;Male;Black;6558.0;12.0;High school;No;1200.0;Public Administration;2.0;Urban;North central;Never married;1989.0;9.0;0.0;0.0;29.0;0.0
3825.0;18.0;Male;Black;9201.0;32.0;Less than high school;No;5000.0;Transportation, Communication, Public Utilities;3.0;Urban;North central;Never married;1989.0;9.0;0.0;0.0;28.0;0.0
3828.0;14.0;Female;Black;20801.0;38.0;Less than high school;No;19000.0;Personal Services;2.0;Urban;West;Never married;1987.0;10.0;1.0;0.0;22.0;1.0
3830.0;15.0;Male;Non-Black, Non-Hispanic;44827.0;44.0;High school;No;6000.0;Public Administration;2.0;Urban;North central;Married, together;1981.0;15.0;1.0;1.0;17.0;1.0
3831.0;19.0;Male;Non-Black, Non-Hispanic;32252.0;25.0;High school;No;325.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;14.0;0.0;0.0;19.0;0.0
3832.0;16.0;Female;Non-Black, Non-Hispanic;39847.0;35.0;High school;No;0.0;Professional and Related Services;0.0;Urban;West;Married, together;1979.0;15.0;2.0;1.0;16.0;1.0
3833.0;14.0;Male;Non-Black, Non-Hispanic;50489.0;53.0;High school;No;37000.0;Business and Repair Services;3.0;Urban;North central;Married, together;1981.0;13.0;4.0;0.0;16.0;1.0
3838.0;14.0;Male;Non-Black, Non-Hispanic;57333.0;50.0;Less than high school;No;16000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1987.0;11.0;0.0;0.0;22.0;0.0
3839.0;20.0;Female;Non-Black, Non-Hispanic;32180.0;63.0;Less than high school;No;0.0;Wholesale and Retail Trade;0.0;Urban;North central;Married, together;1979.0;15.0;0.0;4.0;20.0;0.0
3844.0;18.0;Male;Non-Black, Non-Hispanic;84585.0;49.0;College;No;9900.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1979.0;19.0;0.0;0.0;18.0;0.0
3845.0;19.0;Male;Non-Black, Non-Hispanic;54553.0;40.0;High school;No;14000.0;Manufacturing;3.0;Urban;North central;Married, together;1979.0;14.0;5.0;0.0;19.0;1.0
3846.0;14.0;Female;Non-Black, Non-Hispanic;74995.0;71.0;High school;No;30000.0;Public Administration;2.0;Urban;North central;Married, together;1981.0;17.0;0.0;0.0;16.0;0.0
3847.0;20.0;Male;Non-Black, Non-Hispanic;46544.0;74.0;High school;No;39500.0;Construction;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
3849.0;17.0;Female;Non-Black, Non-Hispanic;37254.0;63.0;High school;No;28500.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;18.0;0.0;0.0;17.0;0.0
3850.0;18.0;Female;Non-Black, Non-Hispanic;64154.0;48.0;High school;No;18000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1979.0;19.0;0.0;0.0;18.0;0.0
3851.0;17.0;Female;Non-Black, Non-Hispanic;33379.0;23.0;Less than high school;No;14000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;17.0;1.0;1.0;17.0;1.0
3852.0;14.0;Male;Non-Black, Non-Hispanic;50215.0;50.0;High school;No;30000.0;Manufacturing;2.0;Urban;North central;Never married;1979.0;18.0;0.0;1.0;14.0;0.0
3854.0;17.0;Male;Non-Black, Non-Hispanic;67468.0;59.0;College;No;45000.0;Wholesale and Retail Trade;3.0;Urban;West;Married, together;1988.0;9.0;0.0;1.0;26.0;0.0
3856.0;17.0;Male;Non-Black, Non-Hispanic;35680.0;44.0;High school;No;30000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1982.0;12.0;1.0;0.0;20.0;1.0
3857.0;15.0;Male;Non-Black, Non-Hispanic;94233.0;38.0;College;No;42000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1980.0;18.0;0.0;0.0;16.0;0.0
3858.0;16.0;Female;Non-Black, Non-Hispanic;24317.0;54.0;High school;No;14700.0;Entertainment and Recreation Services;3.0;Urban;North central;Never married;1980.0;17.0;0.0;0.0;17.0;0.0
3859.0;19.0;Female;Non-Black, Non-Hispanic;16014.0;27.0;High school;No;11000.0;Professional and Related Services;4.0;Urban;North central;Never married;1979.0;19.0;0.0;0.0;19.0;0.0
3860.0;18.0;Male;Non-Black, Non-Hispanic;97808.0;70.0;College;No;26500.0;Construction;2.0;Urban;North central;Married, together;1981.0;17.0;0.0;0.0;20.0;0.0
3861.0;15.0;Male;Non-Black, Non-Hispanic;91350.0;39.0;College;No;17500.0;Wholesale and Retail Trade;3.0;Urban;North central;Never married;1979.0;16.0;0.0;3.0;15.0;0.0
3862.0;18.0;Male;Non-Black, Non-Hispanic;80434.0;63.0;College;No;22000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1984.0;11.0;0.0;0.0;23.0;0.0
3863.0;15.0;Male;Non-Black, Non-Hispanic;92504.0;61.0;College;No;68000.0;Professional and Related Services;2.0;Urban;West;Married, together;1981.0;14.0;0.0;3.0;17.0;0.0
3865.0;15.0;Male;Non-Black, Non-Hispanic;92807.0;47.0;College;No;41000.0;Wholesale and Retail Trade;2.0;Rural;South;Married, together;1979.0;14.0;0.0;5.0;15.0;0.0
3866.0;19.0;Male;Non-Black, Non-Hispanic;74600.0;74.0;College;No;25000.0;Manufacturing;2.0;Urban;South;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
3872.0;21.0;Female;Non-Black, Non-Hispanic;96590.0;54.0;College;No;19000.0;Manufacturing;3.0;Urban;North central;Never married;1981.0;17.0;0.0;0.0;23.0;0.0
3873.0;19.0;Male;Non-Black, Non-Hispanic;99342.0;55.0;College;No;47500.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1984.0;10.0;3.0;1.0;24.0;1.0
3875.0;15.0;Male;Non-Black, Non-Hispanic;90868.0;61.0;College;No;36000.0;Personal Services;2.0;Urban;South;Married, together;1987.0;11.0;0.0;0.0;23.0;0.0
3876.0;17.0;Female;Non-Black, Non-Hispanic;63988.0;61.0;College;No;20040.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1986.0;12.0;0.0;0.0;24.0;0.0
3877.0;18.0;Female;Non-Black, Non-Hispanic;81416.0;56.0;College;No;10000.0;Personal Services;2.0;Urban;North central;Married, together;1985.0;13.0;0.0;0.0;24.0;0.0
3878.0;19.0;Male;Non-Black, Non-Hispanic;30393.0;62.0;College;No;14000.0;Manufacturing;2.0;Rural;West;Other;1983.0;15.0;0.0;0.0;23.0;0.0
3879.0;19.0;Female;Non-Black, Non-Hispanic;78030.0;62.0;High school;No;8000.0;Professional and Related Services;4.0;Rural;North central;Married, together;1983.0;13.0;0.0;1.0;23.0;0.0
